employee_id,person_type,person_status,ge_hire_date,city,state_name,country_name,function_group,job_function,career_band,industry_focus_name
3408329594,EMPLOYEE,A,10/6/1997 0:00,Cardiff,Wales,United Kingdom,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
158085354,EMPLOYEE,A,9/29/1997 0:00,Cardiff,Wales,United Kingdom,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
3706851778,EMPLOYEE,A,9/29/1997 0:00,Cardiff,Wales,United Kingdom,Commercial,JOB_FUNCTION_18,CAREER_BAND_10,BUSINESS_SEGMENT_2
10719547234,EMPLOYEE,A,5/1/2000 0:00,Warsaw,Masovian,Poland,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
447642540,EMPLOYEE,A,6/1/2000 0:00,Veresegyhaz,Pest,Hungary,Production,JOB_FUNCTION_15,CAREER_BAND_10,BUSINESS_SEGMENT_2
447642544,EMPLOYEE,A,3/20/2000 0:00,Veresegyhaz,Pest,Hungary,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
2644617254,EMPLOYEE,A,6/1/2001 0:00,Warsaw,Masovian,Poland,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
10758624776,EMPLOYEE,A,5/29/2000 0:00,Buenos Aires,Ciudad Autonoma de Buenos Aires,Argentina,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
10758664921,EMPLOYEE,A,7/1/2003 0:00,Cardiff,Wales,United Kingdom,Production,JOB_FUNCTION_24,CAREER_BAND_4,BUSINESS_SEGMENT_2
3706911223,EMPLOYEE,A,10/1/2004 0:00,Heidelberg,No_Data,Germany,Production,JOB_FUNCTION_24,CAREER_BAND_10,BUSINESS_SEGMENT_2
4516842873,EMPLOYEE,I,2/8/2005 0:00,Veresegyhaz,Pest,Hungary,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
6042429282,EMPLOYEE,A,7/1/2005 0:00,Cardiff,Wales,United Kingdom,Enabling,JOB_FUNCTION_10,CAREER_BAND_8,BUSINESS_SEGMENT_2
2019393562,EMPLOYEE,A,9/4/2002 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_24,CAREER_BAND_10,BUSINESS_SEGMENT_2
3108248220,EMPLOYEE,A,7/1/2006 0:00,Warsaw,Masovian,Poland,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
2703104929,EMPLOYEE,A,7/19/2006 0:00,Warsaw,Masovian,Poland,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
6129762873,EMPLOYEE,A,8/1/2006 0:00,,No_Data,United Arab Emirates,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
2703107557,EMPLOYEE,A,11/7/2006 0:00,Gebze,Kocaeli,Turkey,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
3903789435,EMPLOYEE,A,1/15/2007 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
2108243066,EMPLOYEE,A,5/5/2007 0:00,Hamble-le-Rice,England,United Kingdom,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
9727855078,EMPLOYEE,A,7/15/2007 0:00,Warsaw,Masovian,Poland,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
9727863364,EMPLOYEE,I,7/23/2007 0:00,Veresegyhaz,Pest,Hungary,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
4656255389,EMPLOYEE,A,8/1/2007 0:00,Warsaw,Masovian,Poland,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
8308851456,EMPLOYEE,I,9/3/2007 0:00,Veresegyhaz,Pest,Hungary,Commercial,JOB_FUNCTION_18,CAREER_BAND_4,BUSINESS_SEGMENT_2
2841420973,EMPLOYEE,A,2/25/2008 0:00,Cardiff,Wales,United Kingdom,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
10801027036,EMPLOYEE,A,4/1/2008 0:00,Amsterdam,North Holland,Netherlands,Production,JOB_FUNCTION_24,CAREER_BAND_4,BUSINESS_SEGMENT_2
2841423367,EMPLOYEE,A,4/21/2008 0:00,Prestwick,Scotland,United Kingdom,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
2868894424,EMPLOYEE,A,9/1/2008 0:00,West Drayton,England,United Kingdom,Production,JOB_FUNCTION_24,CAREER_BAND_10,BUSINESS_SEGMENT_2
1238855247,EMPLOYEE,A,8/25/2008 0:00,Gebze,Kocaeli,Turkey,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
3408626301,EMPLOYEE,A,3/30/2009 0:00,Gebze,Kocaeli,Turkey,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
3707188200,EMPLOYEE,A,1/4/2010 0:00,Warsaw,Masovian,Poland,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
10720520105,EMPLOYEE,A,7/5/2010 0:00,Gebze,Kocaeli,Turkey,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
6615840443,EMPLOYEE,A,10/25/2010 0:00,Cardiff,Wales,United Kingdom,Production,JOB_FUNCTION_24,CAREER_BAND_4,BUSINESS_SEGMENT_2
4730293455,EMPLOYEE,A,11/17/2010 0:00,Cardiff,Wales,United Kingdom,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
1768420029,EMPLOYEE,A,5/1/2011 0:00,Warsaw,Masovian,Poland,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
278836178,EMPLOYEE,A,12/5/2011 0:00,Gebze,Kocaeli,Turkey,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
278836196,EMPLOYEE,A,3/10/2012 0:00,Abu Dhabi,Abu Dhabi,United Arab Emirates,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
6042988630,EMPLOYEE,A,1/15/2012 0:00,Abu Dhabi,Abu Dhabi,United Arab Emirates,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
3108536237,EMPLOYEE,A,7/2/2012 0:00,Dubai,Dubai,United Arab Emirates,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_2
8410942327,EMPLOYEE,A,5/3/2011 0:00,Cardiff,Wales,United Kingdom,Enabling,JOB_FUNCTION_10,CAREER_BAND_8,BUSINESS_SEGMENT_2
1351212616,EMPLOYEE,A,8/31/1998 0:00,Evendale,Ohio,United States,Enabling,JOB_FUNCTION_10,CAREER_BAND_10,BUSINESS_SEGMENT_2
9672758310,EMPLOYEE,A,4/22/1996 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
8942279020,EMPLOYEE,A,12/22/1989 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
17666907117,EMPLOYEE,A,7/10/1995 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_2,BUSINESS_SEGMENT_2
8542532618,EMPLOYEE,A,5/24/2004 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
19639355437,EMPLOYEE,A,,Marlborough,,,,JOB_FUNCTION_7,CAREER_BAND_1,BUSINESS_SEGMENT_7
10320793967,EMPLOYEE,I,6/1/2009 0:00,Austin,Texas,United States,Enabling,JOB_FUNCTION_10,CAREER_BAND_2,BUSINESS_SEGMENT_2
10320819870,EMPLOYEE,A,,Niskayuna,,,,JOB_FUNCTION_7,CAREER_BAND_1,BUSINESS_SEGMENT_4
19519236308,EMPLOYEE,A,6/7/2010 0:00,Bohemia,New York,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
18427288255,EMPLOYEE,A,10/4/2010 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
1676818317,EMPLOYEE,I,6/20/2011 0:00,Evendale,Ohio,United States,Enabling,JOB_FUNCTION_10,CAREER_BAND_10,BUSINESS_SEGMENT_2
18939412163,EMPLOYEE,A,1/16/2012 0:00,Lynn,Massachusetts,United States,Enabling,JOB_FUNCTION_10,CAREER_BAND_10,BUSINESS_SEGMENT_2
4597724901,EMPLOYEE,A,,Niskayuna,,,,JOB_FUNCTION_7,CAREER_BAND_1,BUSINESS_SEGMENT_4
2810537136,EMPLOYEE,A,6/4/2012 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
11071423135,EMPLOYEE,A,4/10/1995 0:00,,West Virginia,United States,Enabling,JOB_FUNCTION_8,CAREER_BAND_10,BUSINESS_SEGMENT_2
16360037653,EMPLOYEE,A,5/30/2000 0:00,,Arizona,United States,Production,JOB_FUNCTION_25,CAREER_BAND_10,BUSINESS_SEGMENT_2
17300979292,EMPLOYEE,A,6/19/2000 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_2,BUSINESS_SEGMENT_2
7657628374,EMPLOYEE,I,12/10/2001 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_19,CAREER_BAND_10,BUSINESS_SEGMENT_2
7583583568,EMPLOYEE,A,7/19/2004 0:00,Huntsville,Alabama,United States,Production,JOB_FUNCTION_19,CAREER_BAND_10,BUSINESS_SEGMENT_2
19727665929,EMPLOYEE,A,1/10/2005 0:00,Dayton,Ohio,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_2
20189003808,EMPLOYEE,A,8/8/2005 0:00,Auburn,Alabama,United States,Enabling,JOB_FUNCTION_10,CAREER_BAND_10,BUSINESS_SEGMENT_2
3225522111,EMPLOYEE,A,2/5/1979 0:00,Asheville,North Carolina,United States,Enabling,JOB_FUNCTION_10,CAREER_BAND_4,BUSINESS_SEGMENT_2
10612824725,EMPLOYEE,A,6/4/1990 0:00,Piedmont,South Carolina,United States,Enabling,JOB_FUNCTION_8,CAREER_BAND_4,BUSINESS_SEGMENT_2
3225531486,EMPLOYEE,A,5/21/1990 0:00,Piedmont,South Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
8874051845,EMPLOYEE,A,10/19/1998 0:00,Jacksonville,Florida,United States,Commercial,JOB_FUNCTION_18,CAREER_BAND_10,BUSINESS_SEGMENT_2
20306326737,EMPLOYEE,A,1/18/1999 0:00,Hooksett,New Hampshire,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
7725435612,EMPLOYEE,A,6/16/1979 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_16,CAREER_BAND_7,BUSINESS_SEGMENT_2
17437940244,EMPLOYEE,A,12/3/1990 0:00,,North Carolina,United States,Production,JOB_FUNCTION_25,CAREER_BAND_4,BUSINESS_SEGMENT_2
3672778973,EMPLOYEE,A,3/16/1992 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
20368742261,EMPLOYEE,A,9/27/1999 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
20371474545,EMPLOYEE,A,11/1/1999 0:00,Cincinnati,Ohio,United States,Enabling,JOB_FUNCTION_6,CAREER_BAND_4,BUSINESS_SEGMENT_2
5163178991,EMPLOYEE,A,9/25/2000 0:00,Jacksonville,Florida,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_2
16338172029,EMPLOYEE,I,11/1/2000 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
19645193798,EMPLOYEE,I,10/29/2001 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
5452405289,EMPLOYEE,A,10/8/2001 0:00,Dubai,Dubai,United Arab Emirates,Production,JOB_FUNCTION_24,CAREER_BAND_10,BUSINESS_SEGMENT_2
4869979546,EMPLOYEE,A,4/1/2002 0:00,Newark,Delaware,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
3225836648,EMPLOYEE,A,4/1/2002 0:00,Newark,Delaware,United States,Production,JOB_FUNCTION_7,CAREER_BAND_7,BUSINESS_SEGMENT_2
9427881111,EMPLOYEE,A,4/26/2004 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
9246257506,EMPLOYEE,A,5/24/2004 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_16,CAREER_BAND_9,BUSINESS_SEGMENT_2
9246270875,EMPLOYEE,A,5/31/2004 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
12938848645,EMPLOYEE,A,7/12/2004 0:00,Newark,Delaware,United States,Production,JOB_FUNCTION_7,CAREER_BAND_7,BUSINESS_SEGMENT_2
6275305286,EMPLOYEE,A,12/20/2004 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
15388309210,EMPLOYEE,A,1/10/2005 0:00,West Jefferson,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
15171068713,EMPLOYEE,A,7/25/2005 0:00,Queretaro,Queretaro,Mexico,Production,JOB_FUNCTION_7,CAREER_BAND_8,BUSINESS_SEGMENT_2
13777131397,EMPLOYEE,A,7/25/2005 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
12253448746,EMPLOYEE,A,7/25/2005 0:00,Newark,Delaware,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
7278169210,EMPLOYEE,I,1/23/2006 0:00,Newark,Delaware,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
3270806329,EMPLOYEE,A,6/26/2006 0:00,Queretaro,Queretaro,Mexico,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
3255982397,EMPLOYEE,A,11/20/2006 0:00,Wilmington,North Carolina,United States,Production,JOB_FUNCTION_3,CAREER_BAND_7,BUSINESS_SEGMENT_2
18096089626,EMPLOYEE,A,2/12/2007 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
19461089307,EMPLOYEE,A,5/21/2007 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
5829315629,EMPLOYEE,A,8/20/2007 0:00,Dayton,Ohio,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_2
12559640488,EMPLOYEE,A,1/28/2008 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
16340582546,EMPLOYEE,A,4/7/2008 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
10638645952,EMPLOYEE,A,6/2/2008 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
17441367713,EMPLOYEE,A,6/23/2008 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
15042298721,EMPLOYEE,A,5/18/2009 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
10307826917,EMPLOYEE,A,6/22/2009 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
20372686303,EMPLOYEE,A,11/9/2009 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_25,CAREER_BAND_4,BUSINESS_SEGMENT_2
3673542715,EMPLOYEE,A,5/17/2010 0:00,Piedmont,South Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_2
336005734,EMPLOYEE,A,7/12/2010 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_2
6275929503,EMPLOYEE,A,8/9/2010 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_2
336007218,EMPLOYEE,A,10/4/2010 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
17442196309,EMPLOYEE,A,2/1/2011 0:00,Newark,Delaware,United States,Enabling,JOB_FUNCTION_8,CAREER_BAND_4,BUSINESS_SEGMENT_2
3256299917,EMPLOYEE,A,2/1/2011 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
13779164011,EMPLOYEE,A,5/30/2011 0:00,Queretaro,Queretaro,Mexico,Enabling,JOB_FUNCTION_6,CAREER_BAND_4,BUSINESS_SEGMENT_2
16424572191,EMPLOYEE,A,6/6/2011 0:00,Queretaro,Queretaro,Mexico,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
3673873530,EMPLOYEE,A,4/16/2012 0:00,Queretaro,Queretaro,Mexico,Production,JOB_FUNCTION_7,CAREER_BAND_8,BUSINESS_SEGMENT_2
17691066220,EMPLOYEE,A,4/30/2012 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
11746995339,EMPLOYEE,A,7/9/2012 0:00,Piedmont,South Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_2
5857717944,EMPLOYEE,A,5/1/2005 0:00,West Chester,Ohio,United States,Commercial,JOB_FUNCTION_18,CAREER_BAND_10,BUSINESS_SEGMENT_2
20788963185,EMPLOYEE,A,5/17/1999 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
6797069013,EMPLOYEE,A,8/29/1994 0:00,Jacksonville,Florida,United States,Enabling,JOB_FUNCTION_14,CAREER_BAND_4,BUSINESS_SEGMENT_2
19480156562,EMPLOYEE,A,7/14/1998 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_2
20789872659,EMPLOYEE,A,5/22/2000 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
18675140048,EMPLOYEE,A,7/16/2001 0:00,,Indiana,United States,Enabling,JOB_FUNCTION_10,CAREER_BAND_10,BUSINESS_SEGMENT_2
17656413284,EMPLOYEE,A,7/21/2003 0:00,Birmingham,Alabama,United States,Production,JOB_FUNCTION_25,CAREER_BAND_4,BUSINESS_SEGMENT_2
12927925602,EMPLOYEE,A,4/21/1982 0:00,Piedmont,South Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_2
20917332444,EMPLOYEE,A,4/15/1985 0:00,Hooksett,New Hampshire,United States,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
3900810455,EMPLOYEE,A,9/11/1978 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
17376296524,EMPLOYEE,A,5/6/1985 0:00,Hooksett,New Hampshire,United States,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
3900812368,EMPLOYEE,A,5/31/1988 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_24,CAREER_BAND_10,BUSINESS_SEGMENT_2
19840429098,EMPLOYEE,A,4/3/1991 0:00,Rutland,Vermont,United States,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
19840437885,EMPLOYEE,A,6/10/1985 0:00,Rutland,Vermont,United States,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
19840494949,EMPLOYEE,A,10/20/1997 0:00,Rutland,Vermont,United States,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
16977958825,EMPLOYEE,A,9/2/1980 0:00,Rutland,Vermont,United States,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
5677828385,EMPLOYEE,A,9/27/1999 0:00,,Vermont,United States,Enabling,JOB_FUNCTION_8,CAREER_BAND_10,BUSINESS_SEGMENT_2
12406284029,EMPLOYEE,A,3/6/1989 0:00,Hooksett,New Hampshire,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
12406284088,EMPLOYEE,A,11/26/1984 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
9589912459,EMPLOYEE,A,3/12/2000 0:00,Lynn,Massachusetts,United States,Enabling,JOB_FUNCTION_14,CAREER_BAND_10,BUSINESS_SEGMENT_2
20933393819,EMPLOYEE,A,6/13/1983 0:00,Lynn,Massachusetts,United States,Commercial,JOB_FUNCTION_18,CAREER_BAND_10,BUSINESS_SEGMENT_2
19380345467,EMPLOYEE,A,8/28/1978 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_25,CAREER_BAND_4,BUSINESS_SEGMENT_2
20410413126,EMPLOYEE,A,7/13/1981 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
12406313922,EMPLOYEE,A,7/9/1984 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
12406314040,EMPLOYEE,A,11/13/1972 0:00,,Virginia,United States,Production,JOB_FUNCTION_7,CAREER_BAND_7,BUSINESS_SEGMENT_2
20410422845,EMPLOYEE,A,6/11/1979 0:00,Hooksett,New Hampshire,United States,Enabling,JOB_FUNCTION_12,CAREER_BAND_4,BUSINESS_SEGMENT_2
3318358398,EMPLOYEE,A,1/7/1986 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
20933453827,EMPLOYEE,A,5/26/1998 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
12406331704,EMPLOYEE,A,5/3/1990 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
19380391610,EMPLOYEE,A,4/13/1984 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
6535331541,EMPLOYEE,A,4/17/1984 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_24,CAREER_BAND_10,BUSINESS_SEGMENT_2
3318361511,EMPLOYEE,A,6/24/1985 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
