EMPLOYEE_ID,PERSON_TYPE,PERSON_STATUS,DEPARTMENT_NAME,JOB_FUNCTION,JOB_TITLE,CAREER_BAND,LEGAL_ENTITY_NAME,DIVISION_NAME,BUSINESS_SEGMENT,INDUSTRY_FOCUS_NAME,GE_HIRE_DATE,LOCATION_NAME,CITY,STATE_NAME,COUNTRY_NAME,COUNTRY,FUNCTION_GROUP
2163707601,EMPLOYEE,A,AVI ENG-SVS-Services LEAP 1A C Systems,Engineering/Technology,Staff Engineer - Mechanical Component,SPB,GENERAL ELECTRIC INTERNATIONAL,,,,,,,,,,
9225331209,EMPLOYEE,A,AVI SAL-Staff,Sales,Senior Executive - Regional Sales,SEB,GENERAL ELECTRIC INTERNATIONAL OPERATIONS COMPANY - TC DUBAI INTERNET CITY,AVI SAL-Staff,Aviation Sales & Marketing,GE Aviation,8/22/06 0:00,Dubai AE 1,Dubai,Dubai,United Arab Emirates,AE,Commercial
9777696464,EMPLOYEE,A,AVI SVS-MS-Regional,Services,Lead Warehouse & Logistics Operations Specialist,LPB,GENERAL ELECTRIC INTERNATIONAL,,,,,,,,,,
8893235549,EMPLOYEE,A,AVI FIN-BGA&IS-Unison POL,Finance,Manufacturing Operations Finance Manager,LPB,UNISON ENGINE COMPONENTS POLAND SP ZOO,AVI FIN-Business & General Aviation & Integrated Systems,Aviation Finance,GE Aviation,9/1/03 0:00,Dzierzoniow (Unis)PL,Dzierzoniow,Lower Silesian,Poland,PL,Enabling
1310142434,EMPLOYEE,I,AVI SC-CR-Engine Component Repair,Engineering/Technology,Senior Engineering Section Manager - Engineering Operations ,SPB,GE AVIATION HUNGARY KFT.,AVI SC-Component Repair,Aviation Supply Chain,GE Aviation,9/4/00 0:00,Veresegyhaz(GET) HU,Veresegyhaz,Pest,Hungary,HU,Production
8714002494,EMPLOYEE,A,PWR PS-PL-Engineering AERO,Engineering/Technology,Lead Engineer - Service Engineering,,GE POWER NETHERLANDS B.V.,PWR PS-Product Lines,Power Power Services,GE Power,,Arnhem NL 1,Arnhem,,,NL,
7789245279,EMPLOYEE,A,AVI ENG-ATO-Systems Design & Technologies,Engineering/Technology,Advanced Lead Engineer - Mechanical Component,LPB,GENERAL ELECTRIC COMPANY,AVI ENG-Advanced Technology Operations,Aviation Engineering,GE Aviation,3/13/06 0:00,Evendale OH US,Evendale,Ohio,United States,US,Production
8791973875,EMPLOYEE,A,AVI ENG-BEC IND-GE90 GP,Engineering/Technology,Staff Engineer - Fleet Management,SPB,GE INDIA INDUSTRIAL PVT LTD,AVI ENG-Bangalore Engineering Center India,Aviation Engineering,GE Aviation,7/2/07 0:00,Bangalore (JFWTC) IN,Bengaluru,Karnataka,India,IN,Production
406796017,EMPLOYEE,A,AVI SAL-Commercial Operations,Sales,Executive - Proposals,EB,GENERAL ELECTRIC INTERNATIONAL,,,,,,,,,,
7296648307,EMPLOYEE,A,AVI CEO-CPS-Commercial Field Service,Engineering/Technology,Sub-Section Manager - Fleet Management,SPB,GENERAL ELECTRIC INTERNATIONAL INC. - AVIATION (BRANCH),AVI CEO-Customer & Product Support,Aviation Commercial Engines,GE Aviation,6/27/10 0:00,Dubai AE 1,Dubai,Dubai,United Arab Emirates,AE,Production
9526104533,EMPLOYEE,I,AVI DIG-DSS-India,Digital Technology,Sr Staff Data Scientist,SPB,GE INDIA INDUSTRIAL PVT LTD,AVI DIG-Digital Service Solutions,Aviation Digital,GE Aviation,11/8/10 0:00,Bangalore (JFWTC) IN,Bengaluru,Karnataka,India,IN,Enabling
187153423,EMPLOYEE,A,OG OFE-SPS-Engineering,Engineering/Technology,Lead Engineer - Customer Project Engineering,,GE OIL & GAS,,,,,,,,,,
9796375671,EMPLOYEE,I,AVI ADS-AE-Interface & Controls,Engineering/Technology,Sr Lead Systems Engineer,LPB,GE AVIATION SYSTEMS LIMITED,AVI ADS-Avionics Engineering,Aviation Avionics & Digital Systems,GE Aviation,12/12/11 0:00,Cheltenham GB,Cheltenham,England,United Kingdom,GB,Production
1199641807,EMPLOYEE,A,AVI CEO-GE90-Customer Programs,Services,Customer Operations Manager,LPB,GENERAL ELECTRIC INTERNATIONAL INC. - AVIATION (BRANCH),AVI CEO-GE90,Aviation Commercial Engines,GE Aviation,10/9/08 0:00,Dubai AE 1,Dubai,Dubai,United Arab Emirates,AE,Production
8308090036,EMPLOYEE,A,AVI SC-EO-Caledonian,Sourcing,Materials Planner/Buyer 8,HRLY,GE CALEDONIAN LIMITED,AVI SC-Engine Overhaul,Aviation Supply Chain,GE Aviation,4/8/91 0:00,Prestwick Sco GB,Prestwick,Scotland,United Kingdom,GB,Production
8308151731,EMPLOYEE,I,AVI SVS-CF6,Services,Senior Customer Contract Management Staff Manager,SPB,GE CALEDONIAN LIMITED,AVI SVS-CF6,Aviation Services,GE Aviation,9/22/80 0:00,Prestwick Sco GB,Prestwick,Scotland,United Kingdom,GB,Production
6729815074,EMPLOYEE,A,AVI SC-EO-On Wing Support,Manufacturing,OWS Customer Support Planner,OTHSAL,GE AIRCRAFT ENGINE SERVICES LIMITED,AVI SC-Engine Overhaul,Aviation Supply Chain,GE Aviation,12/2/91 0:00,Feltham GB 1,Feltham,England,United Kingdom,GB,Production
7279397731,EMPLOYEE,A,AVI SC-EO-On Wing Support,Manufacturing,On Wing Support Technical Planner,OTHSAL,GENERAL ELECTRIC INTERNATIONAL,,,,,,,,,,
1238747477,EMPLOYEE,A,AVI SC-EO-Wales,Manufacturing,NDT Engineer,HRLY,GE AIRCRAFT ENGINE SERVICES LIMITED,AVI SC-Engine Overhaul,Aviation Supply Chain,GE Aviation,3/30/92 0:00,Nantgarw GET WL GB,Cardiff,Wales,United Kingdom,GB,Production
3408307378,EMPLOYEE,A,AVI SC-EO-On Wing Support,Manufacturing,OWS Configuration Engineer,OTHSAL,GE AIRCRAFT ENGINE SERVICES LIMITED,AVI SC-Engine Overhaul,Aviation Supply Chain,GE Aviation,9/14/92 0:00,Feltham GB 1,Feltham,England,United Kingdom,GB,Production
3408307599,EMPLOYEE,A,AVI SC-EO-On Wing Support,Manufacturing,OWS Customer Support Planner,OTHSAL,GENERAL ELECTRIC INTERNATIONAL,,,,,,,,,,
3408313879,EMPLOYEE,A,AVI ENG-SVS-Services Technology CTP GP7200,Engineering/Technology,Staff Engineer - Systems Engineering,SPB,GE AIRCRAFT ENGINE SERVICES LIMITED,AVI ENG-Services,Aviation Engineering,GE Aviation,1/31/00 0:00,Nantgarw GET WL GB,Cardiff,Wales,United Kingdom,GB,Production
9212852158,EMPLOYEE,A,AVI SVS-MS-Commercial,Services,Lead Customer Order & Fulfillment Specialist,LPB,GE AIRCRAFT ENGINE SERVICES LIMITED,AVI SVS-Materials Solutions,Aviation Services,GE Aviation,5/12/97 0:00,Nantgarw GET WL GB,Cardiff,Wales,United Kingdom,GB,Production
3408329594,EMPLOYEE,A,AVI SC-EO-Wales,Manufacturing,Materials Operations Support,HRLY,GE AIRCRAFT ENGINE SERVICES LIMITED,AVI SC-Engine Overhaul,Aviation Supply Chain,GE Aviation,10/6/97 0:00,Nantgarw GET WL GB,Cardiff,Wales,United Kingdom,GB,Production
10719547234,EMPLOYEE,A,AVI ENG-EDC-Life Cycle Engineering CF6,Engineering/Technology,Senior Engineer - Mechanical Component,SPB,GENERAL ELECTRIC COMPANY POLSKA SP. Z O.O,AVI ENG-Engineering Design Center Poland,Aviation Engineering,GE Aviation,5/1/00 0:00,Warsaw (GET) PL,Warsaw,Masovian,Poland,PL,Production
1768246467,EMPLOYEE,I,AVI SC-CR-Engine Component Repair,Engineering/Technology,Engineering Technology - Test Technician,OTHSAL,GE AVIATION HUNGARY KFT.,AVI SC-Component Repair,Aviation Supply Chain,GE Aviation,5/1/94 0:00,Veresegyhaz(GET) HU,Veresegyhaz,Pest,Hungary,HU,Production
447642540,EMPLOYEE,A,AVI SC-CR-Engine Component Repair,Logistics,Senior Logistics Manager,SPB,GE AVIATION HUNGARY KFT.,AVI SC-Component Repair,Aviation Supply Chain,GE Aviation,6/1/00 0:00,Veresegyhaz(GET) HU,Veresegyhaz,Pest,Hungary,HU,Production
2644617254,EMPLOYEE,A,AVI ENG-EDC-Advanced Technology,Engineering/Technology,Staff Engineer,LPB,GENERAL ELECTRIC COMPANY POLSKA SP. Z O.O,AVI ENG-Engineering Design Center Poland,Aviation Engineering,GE Aviation,6/1/01 0:00,Warsaw (GET) PL,Warsaw,Masovian,Poland,PL,Production
10758624776,EMPLOYEE,A,AVI CEO-CPS-Commercial Field Service,Engineering/Technology,Senior Engineering Section Manager - Fleet Management,SPB,GENERAL ELECTRIC INTERNATIONAL,,,,,,,,,,
3706911223,EMPLOYEE,A,AVI CEO-CPS-Customer Support EU,Services,Senior Customer Service Manager,SPB,GE AVIATION DEUTSCHLAND GMBH,AVI CEO-Customer & Product Support,Aviation Commercial Engines,GE Aviation,10/1/04 0:00,Other Germany DE,Heidelberg,No_Data,Germany,DE,Production
4516842873,EMPLOYEE,I,AVI HR-SC-Assembly Test & Maintenance Repair Operation,Manufacturing,Administration Assistant,HRLY,GE AVIATION HUNGARY KFT.,AVI HR-Supply Chain,Aviation Human Resources,GE Aviation,2/8/05 0:00,Veresegyhaz(GET) HU,Veresegyhaz,Pest,Hungary,HU,Production
6042429282,EMPLOYEE,A,AVI FIN-SC-ATMRO,Finance,Manufacturing Operations Finance Analyst,PB,GE AIRCRAFT ENGINE SERVICES LIMITED,AVI FIN-Supply Chain,Aviation Finance,GE Aviation,7/1/05 0:00,Nantgarw GET WL GB,Cardiff,Wales,United Kingdom,GB,Enabling
2019393562,EMPLOYEE,A,AVI SVS-Staff,Services,Senior Project Management Staff Manager,SPB,GENERAL ELECTRIC INTERNATIONAL,,,,,,,,,,
3108248220,EMPLOYEE,A,AVI ENG-EDC-Business & General Aviation,Engineering/Technology,Senior Engineer - Mechanical Component,SPB,GENERAL ELECTRIC COMPANY POLSKA SP. Z O.O,AVI ENG-Engineering Design Center Poland,Aviation Engineering,GE Aviation,7/1/06 0:00,Warsaw (GET) PL,Warsaw,Masovian,Poland,PL,Production
2703104929,EMPLOYEE,A,AVI BGA-MECH-Engineering Design Center Poland,Engineering/Technology,Principal Engineer - Mechanical Engineering,SPB,GENERAL ELECTRIC COMPANY POLSKA SP. Z O.O,AVI BGA-Mechanical,Aviation Business & General Aviation & Integrated Systems,GE Aviation,7/19/06 0:00,Warsaw (GET) PL,Warsaw,Masovian,Poland,PL,Production
2703107557,EMPLOYEE,A,AVI ENG-TUR-Materials & Coating,Engineering/Technology,Senior Engineer - Chief Engineering,SPB,GE MARMARA TECHNOLOGY CENTER MUHENDISLIK HIZMETLERI LIMITED SIRKETI,AVI ENG-Turkey,Aviation Engineering,GE Aviation,11/7/06 0:00,Gebze (Mam) TR,Gebze,Kocaeli,Turkey,TR,Production
3903789435,EMPLOYEE,A,AVI ENG-Engineering Material Systems,Engineering/Technology,Engineering Material Systems Process Leader,SPB,GENERAL ELECTRIC COMPANY,AVI ENG-Engineering Material Systems,Aviation Engineering,GE Aviation,1/15/07 0:00,Evendale OH US,Evendale,Ohio,United States,US,Production
3508686311,EMPLOYEE,A,AVI SC-QUAL-Supplier Quality,Sourcing,Lead Supplier Quality Engineering Specialist,LPB,GENERAL ELECTRIC COMPANY POLSKA SP. Z O.O,AVI SC-Quality,Aviation Supply Chain,GE Aviation,11/17/03 0:00,Warsaw (GET) PL,Warsaw,Masovian,Poland,PL,Production
8901200854,EMPLOYEE,I,AVI BGA-SC-Avionics & Power Sourcing,Sourcing,Lead Buying/Procurement Specialist,LPB,GE AVIATION SYSTEMS LIMITED,AVI BGA-Supply Chain,Aviation Business & General Aviation & Integrated Systems,GE Aviation,5/5/07 0:00,Cheltenham GB,Cheltenham,England,United Kingdom,GB,Production
2819676977,EMPLOYEE,I,AVI DIG-Digital Service Solutions,Quality,Lead Quality Management Specialist,LPB,GE AVIATION SYSTEMS LIMITED,AVI DIG-Digital Service Solutions,Aviation Digital,GE Aviation,5/5/07 0:00,Southampton GB,Eastleigh,England,United Kingdom,GB,Enabling
2108243066,EMPLOYEE,A,AVI BGA-ENG-Hamble,Engineering/Technology,Lead Engineer - Mechanical Component,LPB,GE AVIATION SYSTEMS LIMITED,AVI BGA-Mechanical,Aviation Business & General Aviation & Integrated Systems,GE Aviation,5/5/07 0:00,Hamble SH GB,Hamble-le-Rice,England,United Kingdom,GB,Production
9727855078,EMPLOYEE,A,AVI AVIO-ENG-ATP Systems Engineering,Engineering/Technology,Principal Engineer - Systems Engineering,SPB,GENERAL ELECTRIC COMPANY POLSKA SP. Z O.O.,AVI AVIO-Engineering,Aviation AvioAero,GE Aviation,7/15/07 0:00,Warsaw (GET) PL,Warsaw,Masovian,Poland,PL,Production
9727863364,EMPLOYEE,I,AVI HR-SC-Assembly Test & Maintenance Repair Operation,Manufacturing,Administration Assistant,HRLY,GE AVIATION HUNGARY KFT.,AVI HR-Supply Chain,Aviation Human Resources,GE Aviation,7/23/07 0:00,Veresegyhaz(GET) HU,Veresegyhaz,Pest,Hungary,HU,Production
4656255389,EMPLOYEE,A,AVI BGA-MECH-Engineering Design Center Poland,Engineering/Technology,Staff Engineer - Mechanical Component,SPB,GENERAL ELECTRIC COMPANY POLSKA SP. Z O.O,AVI BGA-Mechanical,Aviation Business & General Aviation & Integrated Systems,GE Aviation,8/1/07 0:00,Warsaw (GET) PL,Warsaw,Masovian,Poland,PL,Production
3655799847,EMPLOYEE,A,AVI ENG-EDC-Engineering Material Systems,Engineering/Technology,Senior Engineer - Materials Science and Engineering,SPB,GENERAL ELECTRIC COMPANY POLSKA SP. Z O.O,AVI ENG-Engineering Design Center Poland,Aviation Engineering,GE Aviation,8/27/07 0:00,Warsaw (GET) PL,Warsaw,Masovian,Poland,PL,Production
8308851456,EMPLOYEE,I,AVI SVS-Customer Service Agreement,Product Management,Lead Product Cost/Pricing Specialist,LPB,GE AVIATION HUNGARY KFT.,AVI SVS-Customer Service Agreement,Aviation Services,GE Aviation,9/3/07 0:00,Veresegyhaz(GET) HU,Veresegyhaz,Pest,Hungary,HU,Commercial
10801027036,EMPLOYEE,A,AVI SVS-MS-Commercial,Services,Lead Customer Order & Fulfillment Specialist,LPB,GENERAL ELECTRIC INTERNATIONAL,,,,,,,,,,
2841423367,EMPLOYEE,A,AVI SC-MTL-Logistics Operation,Manufacturing,Senior Materials Planning & Execution Staff Manager,SPB,GE CALEDONIAN LIMITED,AVI SC-Materials,Aviation Supply Chain,GE Aviation,4/21/08 0:00,Prestwick Sco GB,Prestwick,Scotland,United Kingdom,GB,Production
8308897920,EMPLOYEE,I,AVI ADS-Aviage Joint Ventures,Engineering/Technology,Staff Engineer - Embedded Software,SPB,GE AVIATION SYSTEMS LLC,AVI ADS-Aviage Joint Ventures,Aviation Avionics & Digital Systems,GE Aviation,7/28/08 0:00,Peoria AZ US,Peoria,Arizona,United States,US,Production
2868894424,EMPLOYEE,A,AVI CEO-CPS-Customer Support EU,Services,Senior Customer Service Manager,SPB,GE AIRCRAFT ENGINE SERVICES LIMITED,AVI CEO-Customer & Product Support,Aviation Commercial Engines,GE Aviation,9/1/08 0:00,WestDrayton(SC) GB,West Drayton,England,United Kingdom,GB,Production
1238855247,EMPLOYEE,A,AVI ENG-Turkey,Engineering/Technology,Senior Engineer - Chief Engineering,SPB,GE MARMARA TECHNOLOGY CENTER MUHENDISLIK HIZMETLERI LIMITED SIRKETI,AVI ENG-Turkey,Aviation Engineering,GE Aviation,8/25/08 0:00,Gebze (Mam) TR,Gebze,Kocaeli,Turkey,TR,Production
10790936554,EMPLOYEE,I,AVI ADS-AE-Interface & Controls,Engineering/Technology,Lead Embedded SW Development Engineer,LPB,GE AVIATION SYSTEMS LIMITED,AVI ADS-Avionics Engineering,Aviation Avionics & Digital Systems,GE Aviation,11/10/08 0:00,Cheltenham GB,Cheltenham,England,United Kingdom,GB,Production
10720520105,EMPLOYEE,A,AVI ENG-Turkey,Engineering/Technology,Senior Engineer - Mechanical Engineering,SPB,GE MARMARA TECHNOLOGY CENTER MUHENDISLIK HIZMETLERI LIMITED SIRKETI,AVI ENG-Turkey,Aviation Engineering,GE Aviation,7/5/10 0:00,Gebze (Mam) TR,Gebze,Kocaeli,Turkey,TR,Production
6615840443,EMPLOYEE,A,AVI CEO-GE90-Customer Operations Team,Services,Lead Customer Operations Specialist,LPB,GE AIRCRAFT ENGINE SERVICES LIMITED,AVI CEO-GE90,Aviation Commercial Engines,GE Aviation,10/25/10 0:00,Nantgarw GET WL GB,Cardiff,Wales,United Kingdom,GB,Production
447685235,EMPLOYEE,A,AVI BGA-GEAC-CZ Turboprop Engine,Engineering/Technology,Principal Engineer - Product Safety,SPB,GE AVIATION CZECH S.R.O.,AVI BGA-GEAC,Aviation Business & General Aviation & Integrated Systems,GE Aviation,1/3/11 0:00,Praha(Beranovych) CZ,Praha,Prague,Czech Republic,CZ,Production
447686072,EMPLOYEE,I,AVI BGA-SC-Hamble,Manufacturing,Materials Planning & Execution Manager,LPB,GE AVIATION SYSTEMS LIMITED,AVI BGA-Supply Chain,Aviation Business & General Aviation & Integrated Systems,GE Aviation,3/28/11 0:00,Hamble SH GB,Hamble-le-Rice,England,United Kingdom,GB,Production
1768420029,EMPLOYEE,A,AVI ENG-EDC-Catalyst,Engineering/Technology,Sub-Section Manager - Mechanical Component,SPB,GENERAL ELECTRIC COMPANY POLSKA SP. Z O.O.,AVI ENG-Engineering Design Center Poland,Aviation Engineering,GE Aviation,5/1/11 0:00,Warsaw (GET) PL,Warsaw,Masovian,Poland,PL,Production
10759690148,EMPLOYEE,I,AVI ENG-EDC-GEnx,Engineering/Technology,Lead Engineer - Mechanical Component,LPB,GENERAL ELECTRIC COMPANY POLSKA SP. Z O.O,AVI ENG-Engineering Design Center Poland,Aviation Engineering,GE Aviation,6/13/11 0:00,Warsaw (GET) PL,Warsaw,Masovian,Poland,PL,Production
1152992609,EMPLOYEE,A,AVI ENG-EDC-Advanced Technology,Engineering/Technology,Lead Engineer - Mechanical Component,LPB,GENERAL ELECTRIC COMPANY POLSKA SP. Z O.O,AVI ENG-Engineering Design Center Poland,Aviation Engineering,GE Aviation,8/1/11 0:00,Warsaw (GET) PL,Warsaw,Masovian,Poland,PL,Production
6748639308,EMPLOYEE,A,AVI BGA-GEAC-CZ Turboprop Engine,Engineering/Technology,Advanced Lead Engineer - Materials Science and Engineering,LPB,GE AVIATION CZECH S.R.O.,AVI BGA-GEAC,Aviation Business & General Aviation & Integrated Systems,GE Aviation,9/1/11 0:00,Praha(Beranovych) CZ,Praha,Prague,Czech Republic,CZ,Production
1152994733,EMPLOYEE,I,AVI BGA-SC-Dowty UK,Manufacturing,Manufacturing Engineering Team Leader,PB,GE AVIATION SYSTEMS LIMITED,AVI BGA-Supply Chain,Aviation Business & General Aviation & Integrated Systems,GE Aviation,8/25/11 0:00,Gloucester GB,Gloucester,England,United Kingdom,GB,Production
278836178,EMPLOYEE,A,AVI ENG-TUR-Land & Marine2 LM6000 LM9000,Engineering/Technology,Advanced Lead Engineer - Mechanical Component,LPB,GE MARMARA TECHNOLOGY CENTER MUHENDISLIK HIZMETLERI LIMITED SIRKETI,AVI ENG-Turkey,Aviation Engineering,GE Aviation,12/5/11 0:00,Gebze (Mam) TR,Gebze,Kocaeli,Turkey,TR,Production
278836196,EMPLOYEE,A,AVI CEO-CPS-Commercial Field Service,Engineering/Technology,Senior Staff Engineer - Fleet Management,SPB,GENERAL ELECTRIC INTERNATIONAL OPERATIONS COMPANY - TC DUBAI INTERNET CITY,AVI CEO-Customer & Product Support,Aviation Commercial Engines,GE Aviation,3/10/12 0:00,Abu Dhabi (Etihad) AE,Abu Dhabi,Abu Dhabi,United Arab Emirates,AE,Production
6042988630,EMPLOYEE,A,AVI CEO-CPS-Commercial Field Service,Engineering/Technology,Senior Engineering Section Manager - Fleet Management,SPB,GENERAL ELECTRIC INTERNATIONAL OPERATIONS COMPANY - TC ABU DHABI BRANCH,AVI CEO-Customer & Product Support,Aviation Commercial Engines,GE Aviation,1/15/12 0:00,Abu Dhabi (AlSila)AE,Abu Dhabi,Abu Dhabi,United Arab Emirates,AE,Production
3108536237,EMPLOYEE,A,AVI SC-EO-On Wing Support,Manufacturing,Lead Production Supervision Specialist,LPB,GENERAL ELECTRIC INTERNATIONAL INC. - AVIATION (BRANCH),AVI SC-Engine Overhaul,Aviation Supply Chain,GE Aviation,7/2/12 0:00,Dubai DU AE 10,Dubai,Dubai,United Arab Emirates,AE,Production
4676078720,EMPLOYEE,I,AVI BGA-POW-Engineering UK,Engineering/Technology,Lead Engineer - Project Management,LPB,GE AVIATION SYSTEMS LIMITED,AVI BGA-Power Engineering,Aviation Business & General Aviation & Integrated Systems,GE Aviation,8/13/12 0:00,Cheltenham GB,Cheltenham,England,United Kingdom,GB,Production
8410942327,EMPLOYEE,A,AVI FIN-SC-ATMRO,Finance,Manufacturing Operations Finance Analyst,PB,GE AIRCRAFT ENGINE SERVICES LIMITED,AVI FIN-Supply Chain,Aviation Finance,GE Aviation,5/3/11 0:00,Nantgarw GET WL GB,Cardiff,Wales,United Kingdom,GB,Enabling
1351212616,EMPLOYEE,A,AVI FIN-Commercial Engines,Finance,Senior Commercial Finance Staff Manager,SPB,GENERAL ELECTRIC COMPANY,AVI FIN-Commercial Engines,Aviation Finance,GE Aviation,8/31/98 0:00,Evendale OH US,Evendale,Ohio,United States,US,Enabling
9672758310,EMPLOYEE,A,AVI ENG-Engineering Material Systems,Engineering/Technology,Senior Technical Leader - Materials Science and Engineering,SPB,GENERAL ELECTRIC COMPANY,AVI ENG-Engineering Material Systems,Aviation Engineering,GE Aviation,4/22/96 0:00,Evendale OH US,Evendale,Ohio,United States,US,Production
13558590425,EMPLOYEE,A,AVI ENG-CE-General Electric Aviation Engines,Engineering/Technology,Chief Consulting Engineer - Chief Engineering,SPB,GENERAL ELECTRIC COMPANY,AVI ENG-Chief Engineer,Aviation Engineering,GE Aviation,2/3/97 0:00,Other VA US,,Virginia,United States,US,Production
8942279020,EMPLOYEE,A,AVI ENG-AME-N&DP Advanced Programs Engineering,Engineering/Technology,Senior Staff Engineer - Thermal Dynamics,SPB,GENERAL ELECTRIC COMPANY,AVI ENG-Advanced Military Engineering,Aviation Engineering,GE Aviation,12/22/89 0:00,Evendale OH US,Evendale,Ohio,United States,US,Production
17666907117,EMPLOYEE,A,AVI ENG-ATO-CMC Design & Technologies,Engineering/Technology,Executive - Engineering Operations Management,EB,GENERAL ELECTRIC COMPANY,AVI ENG-Advanced Technology Operations,Aviation Engineering,GE Aviation,7/10/95 0:00,Evendale OH US,Evendale,Ohio,United States,US,Production
13613285408,EMPLOYEE,A,AVI ENG-Advanced Technology Operations,Engineering/Technology,Executive - Technology,EB,GENERAL ELECTRIC COMPANY,AVI ENG-Advanced Technology Operations,Aviation Engineering,GE Aviation,11/20/00 0:00,W Chester(NP)OH US,West Chester,Ohio,United States,US,Production
18768151025,EMPLOYEE,A,AVI ADD-ADW-Design,Engineering/Technology,Executive - Mechanical Component,EB,GENERAL ELECTRIC COMPANY,AVI ADD-Addworks,Aviation Additive,GE Aviation,7/22/02 0:00,W Chester OH US,West Chester,Ohio,United States,US,Production
8542511050,EMPLOYEE,A,AVI ENG-Advanced Military Engineering,Engineering/Technology,Senior Engineering Section Manager - Functional Management,SPB,GENERAL ELECTRIC COMPANY,AVI ENG-Advanced Military Engineering,Aviation Engineering,GE Aviation,9/27/04 0:00,Evendale OH US,Evendale,Ohio,United States,US,Production
8542532618,EMPLOYEE,A,AVI ENG-ATO-Aerothermal Technology & Design,Engineering/Technology,Advanced Lead Engineer - Aero Dynamics,LPB,GENERAL ELECTRIC COMPANY,AVI ENG-Advanced Technology Operations,Aviation Engineering,GE Aviation,5/24/04 0:00,Evendale OH US,Evendale,Ohio,United States,US,Production
9673222206,EMPLOYEE,A,AVI ENG-AME-Advanced Combat Engine Design,Engineering/Technology,Principal Engineer - Mechanical Component,SPB,GENERAL ELECTRIC COMPANY,AVI ENG-Advanced Military Engineering,Aviation Engineering,GE Aviation,10/3/05 0:00,Evendale OH US,Evendale,Ohio,United States,US,Production
19639355437,EMPLOYEE,A,HC LS-Cell Therapy,Engineering/Technology,Lead Systems Engineer- Cell Therapy,,GE HEALTHCARE BIO-SCIENCES CORP.,HC LS-Cell Therapy,Healthcare Life Sciences,GE Healthcare,,Niskayuna NY US,Niskayuna,,,US,
19519236308,EMPLOYEE,A,AVI BGA-POW-Engineering,Engineering/Technology,Advanced Lead Engineer - Electrical Component,LPB,GE AVIATION SYSTEMS LLC,AVI BGA-Power Engineering,Aviation Business & General Aviation & Integrated Systems,GE Aviation,6/7/10 0:00,Bohemia(Smith) NY US,Bohemia,New York,United States,US,Production
18427288255,EMPLOYEE,A,AVI ENG-ATO-CMC Design & Technologies,Engineering/Technology,Advanced Lead Engineer - Mechanical Component,LPB,GENERAL ELECTRIC COMPANY,AVI ENG-Advanced Technology Operations,Aviation Engineering,GE Aviation,10/4/10 0:00,Evendale OH US,Evendale,Ohio,United States,US,Production
1676818317,EMPLOYEE,I,AVI FIN-Finance Planning & Analysis,Finance,Senior Cash Flow Planning & Analysis Manager,SPB,GENERAL ELECTRIC COMPANY,AVI FIN-Finance Planning & Analysis,Aviation Finance,GE Aviation,6/20/11 0:00,Evendale OH US,Evendale,Ohio,United States,US,Enabling
18939412163,EMPLOYEE,A,AVI FIN-Military Systems,Finance,Senior Finance Staff Manager,SPB,GENERAL ELECTRIC COMPANY,AVI FIN-Military Systems,Aviation Finance,GE Aviation,1/16/12 0:00,Lynn (GET) MA US,Lynn,Massachusetts,United States,US,Enabling
4597724901,EMPLOYEE,A,CORP GR-Functional Materials,Engineering/Technology,Lead Engineer - Chemistry,,GENERAL ELECTRIC COMPANY,CORP GR-Functional Materials,Corporate Global Research,GE Corporate,,Niskayuna NY US,Niskayuna,,,US,
2810537136,EMPLOYEE,A,AVI ENG-EMS-CMC & Coatings Material,Engineering/Technology,Staff Engineer - Interdisciplinary Engineering,SPB,GENERAL ELECTRIC COMPANY,AVI ENG-Engineering Material Systems,Aviation Engineering,GE Aviation,6/4/12 0:00,Evendale OH US,Evendale,Ohio,United States,US,Production
16360037653,EMPLOYEE,A,AVI SC-QUAL-Supplier Quality,Sourcing,Senior Supplier Quality Engineering Manager,SPB,GENERAL ELECTRIC COMPANY,AVI SC-Quality,Aviation Supply Chain,GE Aviation,5/30/00 0:00,Other AZ US,,Arizona,United States,US,Production
7657628374,EMPLOYEE,I,AVI SC-CMC-Huntsville,Project Management,Senior Processes & Tools Manager,SPB,GENERAL ELECTRIC COMPANY,AVI SC-Ceramic Matrix Composites,Aviation Supply Chain,GE Aviation,12/10/01 0:00,Evendale OH US,Evendale,Ohio,United States,US,Production
7583583568,EMPLOYEE,A,AVI SC-Ceramic Matrix Composites,Project Management,Senior Site Leadership Manager,SPB,GENERAL ELECTRIC COMPANY,AVI SC-Ceramic Matrix Composites,Aviation Supply Chain,GE Aviation,7/19/04 0:00,Huntsville AL US 5,Huntsville,Alabama,United States,US,Production
19727665929,EMPLOYEE,A,AVI SC-TA-Dayton,Manufacturing,Lead Advanced Manufacturing Engineer,LPB,UNISON INDUSTRIES,,,,,,,,,,
20189003808,EMPLOYEE,A,AVI FIN-Supply Chain,Finance,Senior Manufacturing Operations Finance Manager,SPB,GENERAL ELECTRIC COMPANY,AVI FIN-Supply Chain,Aviation Finance,GE Aviation,8/8/05 0:00,Auburn AL US,Auburn,Alabama,United States,US,Enabling
