,name
298,ruksana bano
299,narayn
300,choudhary
301,vibha devi
302,mohd
303,shahin praveen
304,noori
305,"soniya,"
306,gulista aapu
307,varsa
308,kusuma
309,kamta
310,raji
311,smt lata davi
312,harjit  babli
313,sayara
314,matul
315,smt bahvarkali
316,सुश्री अनुपमा
317,miss madhu meghwal
318,smt. somi
319,miss kalapana
320,santi
321,ghai
322,smt sanjana
323,rita rani
324,shashi bala
325,raj kumar
326,priyanka tusar
327,halima
328,suman devi
329,chnada chouhan
330,smt mina
331,ekta hans
332,pooja  kalpana
333,birtha
334,merrey
335,taruna
336,pinku kanwar
337,laxmi bai
338,parmanand
339,radhika muktan
340,nutan sharma
341,dhanwanti
342,rekha rani
343,kumari bhoomika
344,लक्ष्‍मी
345,fahija
346,juneb
347,kalpana patidar
348,alfiya
349,rojmeri murum  versha merrey
350,jyotsana  jyoti
351,"savita,"
352,archan
353,rohit
354,jyoti panchal
355,gulab shah
356,sobha kumari
357,smt usha
358,phalguni
359,binnu
360,tiwankle
361,meena yadav
362,Sabina faiziya
363,sartaj
364,gobe
365,godambari devi
366,sujeet
367,sunarki
368,kumari asha urf hema
369,arvinder
370,kumari nagma
371,ravena
372,smt chetna verma
373,miss seema
374,kor
375,shalini  rakhi
376,balbiri
377,kumari parvinn
378,kuso devi
379,alam
380,smt kavita  ganesh harijan
381,smt sumitra
382,smt. indira bai
383,tinki
384,nafeesa
385,navleen
386,meena jat
387,priti kaur
388,noorjaha
389,ku. anshita singh
390,kusum devi
391,bhanupriya
392,mumtaz
393,kumari  kiran
394,juna
395,kawar
396,saranthem
397,narbda
398,vaishali
399,sawtri
400,smt. geeta
401,gaitri devi
402,smt rupali
403,jangir
404,dhaneswar dass
405,sunhara shabnam
406,amida  poonam
407,sneh
408,ku rangeeta
409,tabassum
410,smt monika
411,sonia rathore
412,shri mati savita
413,sunita kanwar
414,daya
415,humera  arman
416,raj kaur
417,kajal  soni
418,dropati
419,heera
420,sabreen
421,radha
422,indu
423,km. menakshi
424,poonam  purnima
425,smt narayn kaur
426,rajput
427,bhumika
428,annu kashyap
429,ku. bharati sharma
430,amanjeet
431,anjaly
432,anisha koirala
433,sarojini
434,ben
435,yashodha
436,grace p.a.
437,seeva
438,aayush
439,mohini
440,reemi sarkar
441,neetu devi
442,rippi
443,vati
444,anu gupta
445,ruchika  gudiya
446,aarti mehta
447,mati
448,harbai
449,nameeta
450,anshita
451,ugam
452,smt madhu
453,jatinder kaur
454,ruby  shama farveen
455,manpreet  simaran
456,neemi
457,safali das
458,sushma devi
459,smt kamla meena
460,asha  devi
461,parvti
462,roshani bhatiya
463,kamlesh kumari
464,naval
465,smt preeti devi
466,siraj
467,smt vimla devi
468,soni yadav
469,kaushalya
470,kanku
471,priya  sonu 
472,naviya
473,akansha mali
474,ramkanya
475,smt. neeraj
476,smt jyoti sharma
477,farhaja
478,naina bwgum
479,dolly khatik
480,rani sharma
481,promila gobe
482,sapna  rajni
483,gurpreet
484,kumari sahista
485,yasmeen
486,hurji bai
487,fahira
488,nusrant
489,ku.swati pondayl
490,sheela kumari
491,vays
492,smt maya devi
493,ajra
494,km0 rubi
495,kvr
496,ashwani
497,sania parveen
498,sudesh kumari
499,supna
500,mulina
501,dibya
502,seeta masar
503,jasbir kaur 
504,mandira
505,kishana bai
506,parvinder kaur
507,gyarsi
508,deepika sain
509,ankita sharma
510,parashar
511,fasrun
512,su.shree  jasoda
513,gudiya rani
514,jasmen
515,muskan urf suman
516,hazu roat
517,ruka mani devi
518,dariya devi
519,sahab
520,phoola
521,rupali jakhotia
522,nancy saxena
523,प्रेम
524,asha  mamta
525,mrs. leela
526,nila
527,samsida
528,mandothi
529,smt jyoti
530,deepmala
531,palak
532,chanchal
533,sakina
534,ravinder
535,amiraka
536,saviha
537,sekh
538,anita  manju
539,sashi mittal
540,suganti  sonali
541,sahrul
542,sanghna
543,amida
544,nitu kumari
545,smt. baikunthi devi
546,rani kumari
547,smt prem devi
548,tohmeena
549,km. guddi
550,meena devi
551,ruka
552,rema
553,purnima
554,nutan
555,nathu soni
556,parveen khatun
557,chetan
558,minaxi
559,majidunisha
560,shadiya
561,meenu kashyap
562,aakash
563,hajari bai
564,lovely
565,sagar
566,gyarsi devi
567,shravani shah
568,smt. basanta devi
569,rajinder
570,anjali kirti
571,amisha
572,sanaali
573,anju kumari
574,fareeda
575,suman nagar
576,aarsi
577,manira minj
578,arti kumari
579,khushi  kumari
580,kr
581,thomson
582,miss ramila
583,matul  devi
584,divya kawar
585,ritu arora
586,muskan kannojiya
587,piyari
588,deepa devi
589,satto
590,haokip
591,dhanraj
592,preeti gupta
593,chandrakala
594,km0 mamta
595,khush naseeb
596,vijay lakshmi
597,farida khan
598,vandita
599,naushi
600,meenu vishwas
601,safia khatun mandal
602,harana
603,hemuna
604,smt kamala
605,soma mandal
606,vajpai
607,smt bhori
608,karishma devi
609,japneet kaur
610,sadhana  jyoti
611,neha sharma
612,lalita  devi
613,smt itvarya
614,kumud kumari
615,ranju
616,hamim
617,manju salvi
618,smt neelu kavar
619,"son-ishant,"
620,porwal
621,jayuti
622,balti
623,radhadalal
624,sonam kawar
625,rinki kumari
626,smt husna
627,ashra kaushar
628,nooreen aarsi
629,tarun
630,jaya chauhan
631,rupal  khushi
632,annu soni
633,smt. bharti
634,ruby 
635,ramba  kamla
636,kumari kajal
637,kehkasa
638,gargi ghosh
639,sazia praveen
640,santu
641,manjula  riya
642,gayri
643,rajinder kaur
644,smt manju devi
645,upasana
646,aale
647,aysha
648,ashoda
649,babu
650,smt. sushma
651,priya  chturvedi
652,gochar
653,balalia
654,pooja chauhan
655,shrabani saha
656,nisha khurshid
657,kajal  kukki
658,jubeda
659,sardar
660,pampa
661,smt. sharda devi
662,mehnaj
663,priyanka dhama
664,sanju kumari
665,kamreen
666,shushila balai
667,ps
668,sadiya
669,rawat
670,jibanti har
671,sabba
672,rashmi jha
673,smt.khasti devi
674,chetana
675,reshma  chandani
676,lakhbir kaur
677,biwa kumari
678,sayma
679,sahgufta
680,smt soni
681,shittal
682,diksha or beby
683,hema aroan
684,renu  soni
685,sukh
686,rampati gujar
687,"smt, manju  devi"
688,roshini
689,nishan
690,supiriya
691,nagma khatoon
692,rupi
693,jhora
694,mahima
695,nirutma
696,sapna
697,gulshan khatton
698,सुश्री ि‍शवा
699,smt sunita devi
700,preeti kumari
701,shaila
702,mithilesh
703,arti chouhan
704,"savita, sagar, panap"
705,fauji purvi
706,ekta chauhan
707,hiri bai
708,sabanamoni
709,radheshyam
710,सानिया
711,maya meena
712,kosalya
713,rohan
714,rinka
715,smt priti
716,gattu devi
717,maaya
718,devi sharma
719,nitu  gudiya
720,chawriya
721,hema
722,pratiksha  sanjali muram
723,niraj
724,shiva
725,jaiguna
726,vashanavi
727,najo
728,pushpa rani
729,rubjaan
730,bhakuni devi
731,pragti
732,prabhila  gudia
733,mana devi
734,smt maya balai
735,reshmi
736,asgari parveen
737,priti  minakshi
738,kanchan chaudhary
739,begm
740,sushma tyagi
741,muskarn
742,babita singh
743,praveen  khushboo
744,smt  kaushalya
745,manpreet kaur preet
746,neetu  gaytri
747,hema koli
748,smt. daya
749,priya dhingra
750,ranjnika jat
751,kajal guta
752,monki
753,jiya batra
754,sonu  savita
755,puja chauhan
756,aaradhana
757,sapna  babi
758,kavit goyar
759,shiva noz
760,sana praveen
761,kumari khana gulsan
762,sozi sarju
763,aafrin
764,eshavarya  prachi
765,soniya  chanchal
766,ram devi sharma
767,smt saroj
768,अनुबाई
769,smt deepanshi
770,chturvedi
771,gujar
772,smt. balti
773,parveen kaur  simi
774,miss
775,smt. santosh devi
776,vijay kumar
777,naresh  sudesh
778,mehut
779,chanab
780,sabina bano
781,archana  sharma
782,km nisha
783,asrani
784,smt neeraj deve
785,rawana
786,konti bai meena
787,navjat
788,dharma devi
789,smt teena
790,mili
791,atiq
792,3yrs
793,sipra
794,swetna
795,mukesh devi
796,mallik  jayswal
797,keli devi
798,gulafshan
799,lata lalwani
800,aakanksha
801,kripya minch
802,singh
803,dewan
804,resham yadav
805,manisha garg
806,ritu
807,/pammo
808,ranjana mukharji
809,siddhi
810,salupa
811,kumari saroj
812,gori nandy
813,jayoti
814,mohan devi
815,premjit
816,rimmi kaur
817,smt rajkumaree
818,sonia kapoor
819,km. alka
820,devika goyal
821,gungi
822,neeru
823,kumari doli
824,pawan
825,sanjna
826,smt. reena devi
827,smt. chinki
828,basnti
829,mjudi
830,dipika ahuja
831,km. ranjna
832,kiriti
833,divya kor
834,suchi
835,seeta behen
836,minch
837,najda
838,neraj
839,smt. rita
840,rani singh
841,ि‍मक्‍की कंवार
842,sonyi
843,gaud
844,pahlwani
845,satnam kaur
846,sangeeta kumari
847,nirjala
848,mota
849,gulnaza
850,nazmin
851,rukya jan
852,lavli
853,goyar
854,manbai rekwar
855,kalbi
856,miss leela  purohit
857,neelam with 4 years baby sukhmani
858,nibo devi
859,nimmy
860,kum sangita
861,bismilla
862,fuli paagdiya
863,deepali singh
864,budhwanti
865,4
866,jai shree
867,shakya
868,surjiya
869,सुगना
870,smt nima garasiya
871,anjali sangwar
872,smt. gurmala devei
873,sonu yadav
874,aasa
875,kiski
876,radikha
877,preety
878,sunwar
879,सुश्री मुन्‍ना बाई
880,ku.swati
881,shakuntla
882,sukmani
883,bidhya
884,kavit
885,purve
886,silpi
887,smt uganti devi
888,mho
889,raziya
890,sabarwal
891,kothari
892,geeta devi with her son  aditya
893,jayada khatoon
894,foola
895,saiesta
896,smarti
897,gudia  seema
898,huma
899,salmi
900,mansa
901,baljeet kaur
902,amarjit
903,pushpender kaur  khushi
904,tejender
905,sahida
906,mongia
907,kumara meena
908,km. annju
909,ismaliye  khusbu
910,smt nanhi devi
911,tisha
912,rinesh
913,jaswinder
914,smt kali
915,smt. usha jatav
916,sonu sharma
917,nandni  late jagdish
918,santosh kaur
919,simren
920,ku. syama
921,foolmati
922,roshni
923,pawni
924,mahjabi
925,srishty
926,madhu kunwar
927,noorin
928,deepanshi
929,seeba
930,aarti rajpoot
931,sonal seth
932,reena  laxmi
933,sarwesh
934,bindvasini
935,kanchan bai
936,himanshi  roshani
937,kadu nisha khatik
938,pammy
939,busra
940,shika haldhar
941,pati
942,roy
943,morya
944, kundan kumar
945,megwal
946,bheem
947,kumari priyanka
948,monini  rupa
949,tripti
950,dalima
951,arti kumari sahu
952,सीमा
953,reshma khatoon
954,rini
955,satnam
956,sivani
957,balda
958,suman ( with two child )
959,parwati meena
960,dhasmana
961,rachpreet
962,"yrs,deepak"
963,bhuli merutha
964,sunita urf sonu
965,simmy
966,rachnu
967,janky
968,gulab bano
969,pangita
970,avastha
971,bivi
972,manmeet
973,meenakshi  nisha
974,sahjadi
975,parvinder
976,jjr
977,krashana
978,rekha  muskan
979,diksha
980,ajju
981,deepu  nisha
982,tina
983,गे��
984,nesha
985,jakhotia
986,narmda
987,nisha rani
988,rosan
989,sumedha
990,suhani singhal
991,kumari anju
992,ramdhani
993,mandi
994,vinod gupta
995,anaji
996,smt. chancal
997,shukramani
998,smt. mithilesh sahu
999,smt. gattu devi
1000,suraj kumari
1001,jenny
1002,vimlesh kumarilaxmi
1003,ashanjali
1004,vina
1005,rashi
1006,guddi with 02 children
1007,chumki sarkar
1008,सुश्री ग
1009,nathi
1010,sulochna
1011,km0 moni
1012,jasvinder kaur w/ gurbeg singh
1013,harleen kaur
1014,amrit
1015,gurung
1016,shetal rani
1017,smshida
1018,bushara
1019,urvarshi
1020,moharan
1021,seeva khan
1022,seema sinha
1023,smt hina
1024,bijali
1025,sohan uraf pinta
1026,beti
1027,nikhad
1028,shamshina
1029,divya sharma  om prakash sharma
1030,lashma
1031,kamjeet
1032,smt. asha
1033,soni devi
1034,susmita
1035,santo
1036,कु
1037,smt kamlesh
1038,smt. seema jat
1039,rajkumari
1040,sukhvir kaur
1041,batra
1042,kadu
1043,jayshwal
1044,mintu devi
1045,dhodi  devi
1046,11
1047,meera sharma
1048,devya soni  poonam
1049,munni  ami lal
1050,smt.chhoti devi
1051,huseni
1052,saroj devi
1053,asmit
1054,parvesh
1055,haldar
1056,priya gupta
1057,chhagana
1058,beena mandal
1059,soma
1060,kushumlata
1061,ghuddi
1062,koyal
1063,manful
1064,charu
1065,shmejha
1066,shama praveen
1067,hoor bano
1068,reetu  reeta
1069,panchi sita devi
1070,meeno
1071,prem wati
1072,belo
1073,minka  nandu
1074,samina
1075,heena praveen
1076,gill
1077,ramkali
1078,punam
1079,chhanya
1080,km antim
1081,smt mangi bai with child
1082,laxmi  lalita
1083,lahida
1084,जेनम
1085,kanchan kumari
1086,kesha
1087,salima
1088,sushmita mandal
1089,begumpur malviya nagar delhi
1090,mis radha regar
1091,rajani yadav
1092,kumari preeti kuntal
1093,shusila devi
1094,tulsi sharma
1095,itvarya
1096,kalavati
1097,nisha ninu
1098,jainab fatima
1099,anjli 
1100,smt babita
1101,chander klan
1102,gulnaaz
1103,smt sima
1104,sangeeta
1105,paka kanda swamy
1106,smt. keshar devi
1107,ramli rathore
1108,kanika
1109,shika
1110,smt rajbala
1111,ankeet kumar
1112,manju bohra
1113,tumpa mundal
1114,smt fulki  bansi lal
1115,kaushar
1116,girija
1117,mukesh kanwar
1118,radhika
1119,anjali   nisha
1120,sahiba  ruby
1121,chaman
1122,kanta sharma
1123,sharama
1124,jadhav
1125,mishbha sams  simran
1126,dipanshi
1127,smt amarin bano
1128,sahna parveen
1129,km simarjeet kaur
1130,asma
1131,rimzim
1132,putri
1133,baano
1134,nasreema
1135,dimple
1136,kumari pallavi
1137,gop
1138,amena
1139,manjula kumari
1140,srita devi
1141,pandey
1142,lakhsmi
1143,ritik
1144,rajdulari
1145,ambika
1146,dhana
1147,danwati
1148,ms. deepa
1149,smt meena devi
1150,swatri
1151,deu
1152,lata  neha
1153,ankeet
1154,captain
1155,tamanna banu
1156,minakumari
1157,sundri
1158,chnda mali
1159,naresh
1160,aarti choudhri
1161,kriti
1162,miss badi
1163,kismti
1164,kiran yadav
1165,shabanam
1166,neeraj
1167,husainpreet
1168,mamta pal
1169,banjara
1170,kulina
1171,smt. amari devi
1172,divya mishra
1173,chaman jahan
1174,basava
1175,samoti
1176,badrunisha
1177,priynka katara
1178,babli sultana
1179,smt. soniya
1180,tapsya
1181,smt momin
1182,sunita  ajab singh
1183,$
1184,shushree
1185,darfasha
1186,jamana
1187,sawra
1188,sahanaj khatun
1189,kumari
1190,rojmen
1191,aged
1192,harmit
1193,bhagwati  bhagoti devi
1194,fatima khatun
1195,dendor
1196,palak  simran
1197,naziya siddiqui
1198,sonu kumari
1199,sanju urf sanjya
1200,kanak
1201,dholi devi
1202,chanchl $ ghuddi
1203,smts. gaytri devi
1204,neha  monti
1205,jasvinder kour
1206,gango
1207,suganti
1208,smt sangeeta
1209,dinesh kumari
1210,philips
1211,jahani
1212,arshi
1213,tanisha rana
1214,champa karketta
1215,sunita haddu
1216,sanju
1217,tanuja
1218,luxmi
1219,hema devi
1220,dhawan
1221,kalu
1222,taj b
1223,swati
1224,sawana
1225,smt. mamta davi  mahesh regar
1226,aarti bunkar
1227,nisha sharma  rajesh sharma
1228,khushi panday
1229,anu kumari
1230,kharadi
1231,begum bano
1232,gurmeet kaur
1233,subhadra
1234,hathun
1235,ku. seetal rawat
1236,kavita gochar
1237,sajiya
1238,karina  kavita
1239,ure
1240,jayotli
1241,smt.prema devi
1242,vasu nanoma
1243,shri. sarwan bairwa
1244,kosaleya sagar singh
1245,sheetal
1246,groti  rati
1247,gytri  garg
1248,anjali kiski
1249,merry kerakeha
1250,diksha vashist
1251,smt. pinkimalti devi
1252,shanaz
1253,kumari kuljeet kaur
1254,shabnam
1255,sarla
1256,jhansi
1257,sefali  sweta
1258,babli
1259,sakuntala
1260,laxmi  sujata
1261,dhaneswar
1262,gurmala
1263,oram
1264,zhini
1265,राधा कुमारी
1266,smt.sabita
1267,smt mota
1268,hiri
1269,jamrujaha
1270,pushpanjali nayak
1271,chuni
1272,monti
1273,rozy
1274,poonam soni
1275,lata mandal
1276,surjiya kumari
1277,nathiya devi
1278,shivprasad
1279,smt. aamna devi
1280,hirawati
1281,farjanul nisha
1282,madhubala
1283,simran aahuja
1284,rani shrivastav
1285,moral
1286,sirjna suji
1287,asiya
1288,/raju
1289,koslya
1290,sagira
1291,natasha
1292,minaksi mehra
1293,rachana
1294,prinka jha
1295,rozina khatun
1296,manju bai  bagri
1297,rumal
1298,jyoti sharma
1299,rinku & joyti
1300,das
1301,neelam mentily ritayard
1302,vaishnav
1303,kamala
1304,isha maheswari
1305,umme kool sum sitara jahan
1306,gulab
1307,18
1308,manisha rani
1309,premi devi
1310,parem
1311,tisha urf megha sen
1312,rani  devaram
1313,arti
1314,chitra
1315,samundri
1316,kishmat
1317,sarika mishra
1318,sahiba  rubi
1319,chilwal
1320,mrs neha
1321,nisha kapoor
1322,shakuna bano
1323,rama mona
1324,goldan
1325,anglika
1326,kumari talat aara
1327,smt. pushpa
1328,najma khatun
1329,kelwar
1330,koyali
1331,anjali tiwari
1332,shrimati sunita devi
1333,navjot
1334,juber
1335,sarmeela
1336,ratmo devi
1337,suman chobe
1338,iram aara
1339,smt ishawari
1340,aakhon
1341,dubey
1342,vharma
1343,ghyanshyam
1344,ameera lakra
1345,manisha  aamliya
1346,सुश्री मीना कुवंर
1347,asgari bagam
1348,rohini
1349,shana
1350,jeevanlata
1351,beeti
1352,menu kashyap
1353,firdous
1354,pradhan
1355,priyanka sagar
1356,singal
1357,maya dhaval
1358,bahadur
1359,trepti
1360,pool
1361,chortalai
1362,rekhwan
1363,smt.chhoti
1364,megha gupta
1365,natheniyal
1366,तारा बाई
1367,satwinder
1368,बाई
1369,nureen
1370,murtibai
1371,pooja khatri
1372,meena 
1373,rashidrobhi
1374,yrs
1375,geeta  nazma
1376,sudhata
1377,deepa kumari
1378,faruk
1379,lila kumari
1380,sushmita
1381,asana
1382,sudha
1383,shabbo
1384,rani  raju
1385,maina devi
1386,fuli
1387,kumari puja
1388,kawal
1389,sonia devi
1390,seeta
1391,takshila
1392,antim
1393,sahishta
1394,anjara
1395,puja sharm
1396,hema devi with with his daughter nalini age 4yrs
1397,gagan  mamta
1398,dhan bai
1399,raisha
1400,sonam kumari
1401,marjina
1402,"km. bhavna,"
1403,nilam bhoi
1404,smt. kanya devi
1405,meena  pawar
1406,santosh kumar vishvkarma
1407,smt niru
1408,meva
1409,smt. udi
1410,ku.
1411,bato devi
1412,aesha
1413,jhunna
1414,km gita
1415,juneb bano
1416,sonkar
1417,ramvati
1418,smt rukshana
1419,mahima aggarwal
1420,alima
1421,koda
1422,jingir
1423,sumaila
1424,badami
1425,ruchi devi
1426,kushmi
1427,seetal
1428,rambiri
1429,rekha devi  geeta
1430,lakhya dona sherppa
1431,shilap
1432,maruti
1433,munda
1434,gita pokharial
1435,kalawati
1436,kamlesh gupta
1437,megha bansal
1438,kanjar
1439,kaarti devi
1440,durgash urf mahi
1441,veena rai
1442,miss. bebi
1443,sana khatoon
1444,ranjana devi
1445,sona sood
1446,khalique
1447,nisha  unknown
1448,kalpna
1449,nisha bano
1450,shikha
1451,jhunnu
1452,kajal  bulbul
1453,jaiwanti
1454,premlata
1455,nikita  sweety
1456,km0 komal
1457,pramila urf pinki
1458,hamida
1459,raishma
1460,hemlata  makku
1461,aman jeet
1462,renu mandiya
1463,jayswal
1464,ajnoor
1465,parven devi
1466,minakshi
1467,rajeshwari
1468,kour
1469,vimla gameti
1470,shivmurti
1471,sunar
1472,meetu
1473,premla
1474,ninama
1475,smt seema
1476,neha parveen
1477,gordi
1478,manju jha
1479,ramkanya veshnav
1480,jasvir
1481,naina
1482,सोनिया
1483,suman lata
1484,bharti  hukkam chand
1485,gila bai
1486,lata devi
1487,shahnaz khatun
1488,anja
1489,hawa
1490,sana fatma
1491,bhanmati
1492,prachi  sharma
1493,taslima
1494,bhavana
1495,km. ushman
1496,smt. laxmi kanwar
1497,urvashi singh
1498,iesha
1499,Bakila
1500,anshul
1501,papiya dass
1502,suhana
1503,prajapati
1504,priya kumar
1505,kushwah
1506,mamta begam
1507,mani
1508,smt kristina
1509,archna
1510,susheela
1511,anshu rani
1512,gyan
1513,irshrat
1514,name
1515,nasima reshma
1516,tasnim
1517,geetanjali
1518,pathik
1519,farveen
1520,guddo
1521,raghav
1522,shanaj bano
1523,aashu maheshwari
1524,girl
1525,deepika burt
1526,gajana devi
1527,siya kandwal
1528,savita jain
1529,smt rekha prajapat
1530,firdosh bano  asha
1531,smt jyoti devi
1532,smt. prwem devi
1533,vidhya tiwari
1534,navdeep kaur
1535,nafisa
1536,kmo naina
1537,raju kanwar
1538,rashida
1539,sarasvati
1540,reena mehar
1541,vandhna
1542,lila
1543,monu
1544,aapa
1545,elvis
1546,smt prem lata gupta
1547,ku. neha raj
1548,sonika
1549,shalu sabarwal
1550,koshlya
1551,madhvi  sharma
1552,nisha  neeshu
1553,kirti (25) & son netik
1554,gitika
1555,lila bai
1556,manali
1557,arman
1558,badri
1559,mangubai
1560,safali
1561,smt devli
1562,madhu ishmta
1563,parvati bai
1564,smt roshni gupta
1565,suman  sabnam
1566,kaka
1567,marshilah
1568,geeta kumari
1569,aardhna
1570,sabrina
1571,anita garg
1572,vesali
1573,shivalika
1574,vijayanta
1575,rushali
1576,नैना
1577,khushbhu
1578,kismat
1579,kanti kumari
1580,manju  taruna
1581,umiya
1582,hazira khatoon  saddik
1583,ashu singh  gudiya
1584,vaid
1585,smt krishana
1586,smt. puja
1587,sonu morya
1588,kamna
1589,kawita
1590,usha damor
1591,rubina jahan
1592,oma
1593,pawan preet kaur
1594,neetu kapoor
1595,cour
1596,sumirta
1597,kumarilaxmi
1598,geeta rani
1599,manjeet kaur
1600,arjina sheikh
1601,ku
1602,keli
1603,neha mani
1604,smt laxmi urf gudiya
1605,bhawsar
1606,krishnamanisha
1607,hemlata  pooja
1608,smt. indra
1609,deepak
1610,verma
1611,manjit
1612,husana
1613,nena devi
1614,alka rani
1615,smt. dayavati
1616,radhab kumari
1617,sahiba
1618,radhabai
1619,dikshit
1620,sandiya
1621,roshan
1622,paagdiya
1623,meti kumari
1624,kanwer
1625,km shika
1626,ekamjeet
1627,pano
1628,zeba
1629,shanawazheena
1630,sahar
1631,manchand
1632,jainaf
1633,saaniya
1634,km.soniya
1635,kiran gupta
1636,rupal
1637,sarwitavm
1638,rahila maqbool
1639,momina
1640,surender
1641,sntosh
1642,rakhi devi
1643,mahraval
1644,smt mohni
1645,bhavna
1646,chanchl
1647,shaili
1648,lakhya
1649,faraheen khan
1650,ruksin
1651,sila
1652,reetima
1653,km maheswari
1654,madhuri kumari
1655,reenu
1656,babita kaushik
1657,mariyam
1658,guddi with her son  anand
1659,mona c/o shyam lal r/odadiya ps sanganer sadr
1660,jhoti
1661,kalyani kumari
1662,meenakshi rawat
1663,narbada
1664,isha urf neesa verma
1665,anita vyas
1666,ganesi devi
1667,deepshikha
1668,sujata  sonu
1669,richa kumari
1670,deepansu
1671,kumari jeda
1672,phool watiya devi
1673,binni
1674,silpi kumari
1675,priyanka
